,genre,hash,histmax_b,histmax_g,histmax_r,med_b,med_g,med_r,std_b,std_g,std_r
373,country,5d7e08dc-461f-48ad-b27e-ebf35d41bca7,42,32,36,113.0,148.0,166.0,84.42094855132763,86.70776389494367,86.25949334211427
374,hip-hop,0f5f0366-f199-46dd-bbbd-34b282890e91,0,0,0,37.0,50.0,58.0,92.76854677606335,93.01302896392775,94.88399656405409
375,rock,89f28dd9-568d-45aa-8a3b-15389bcb81f4,126,0,0,94.0,27.0,57.0,50.168783272194915,43.19416217893136,79.41330575821821
376,pop,cd31e6f9-152d-45c4-ae33-431266a19e82,255,255,255,186.0,225.0,239.0,102.74491321723377,71.65643367396633,69.67778288901631
377,pop,d0374fd8-223a-41cd-ae53-fc96dad1edc2,255,255,255,255.0,255.0,255.0,69.94467017744938,60.972383776998576,48.57874621356529
378,hip-hop,bfdf5e10-043e-47fb-bbde-3dcd16e13fc5,0,0,0,1.0,1.0,0.0,64.4040382856623,63.53123084985526,46.86127473287512
379,electronic,08eba0cf-3a36-4655-9bff-ce2518934a21,189,168,173,154.0,127.0,129.0,37.22563340236939,35.78132776726901,34.207337951965805
380,rock,3749d18e-97f4-4b11-b063-8fa32ac21a99,27,32,30,29.0,58.0,131.0,45.5399545848478,43.716373100261464,84.63899145265246
381,electronic,711946e6-0c3e-3b60-92dd-20e3ced9d0e5,21,14,26,32.0,28.0,45.0,56.121406818403834,66.61029932736156,58.324316952622766
382,country,6445dabe-2389-4dd8-94a6-9f22e8e254d6,37,38,38,42.0,44.0,45.0,76.31867700816318,76.78209971486584,79.45577404912606
383,rock,8303a23b-cc32-4383-973d-c418bee0ddd5,12,10,9,21.0,17.0,10.0,84.83878563083287,74.10034748376286,63.56686550864361
384,hip-hop,1abf3c04-cc11-4ea7-8377-dccf6355579c,207,224,42,121.0,107.0,91.0,68.47167613979245,70.57610236856223,74.22558901920023
385,hip-hop,3a131446-032a-4190-a101-72f85d65a5bb,36,65,92,36.0,65.0,94.0,29.151958882780008,32.76059217066651,37.16012162819944
386,electronic,84179abc-b714-40fc-8390-8518d57a41d5,27,41,205,66.0,96.0,158.0,77.54613336265128,71.09427401793762,54.30394401593917
387,pop,3bfea784-6dfd-48bc-9f0a-c280d591f8f9,0,0,0,74.0,63.0,50.0,54.206246253045634,58.50723629965442,66.817704491711
388,hip-hop,9116ee21-a76f-4322-bbef-7545ad3155f7,1,1,1,37.0,38.0,31.0,60.79880762037085,65.58745574909885,72.36804136109852
389,pop,83f92cc6-5159-430c-abcb-be1671407c63,244,253,240,95.0,138.0,210.0,86.11310930625176,77.96977209124059,61.95156355376792
390,country,805e1717-04f2-39c2-86fb-64d036d63c11,192,229,251,192.0,229.0,251.0,46.961056549238585,45.961113121105505,37.01656487427562
391,pop,2cfa71de-25e5-433a-a689-01b9d140f59d,0,240,240,107.0,132.0,154.0,95.7839094987274,93.80859525499962,93.53588641702913
392,electronic,81e6ae73-ac28-4e45-a350-62ec44049c80,39,37,65,51.0,54.0,83.0,44.89355411050918,47.37726846741184,50.75034966791523
393,electronic,4f090737-cafa-4781-be6c-8ade7da5d681,18,17,27,26.0,109.0,224.0,8.629774663802989,40.000957795347055,83.84180152748046
394,hip-hop,d6c866bf-1bab-4c35-b538-d4b42c0d93ed,0,0,0,0.0,0.0,0.0,49.1513440611434,37.4692481045192,28.9493659256019
395,hip-hop,97410570-1112-465d-9eff-2e721e57e738,155,46,70,126.0,61.0,77.0,50.643791356213605,51.648811702047894,56.71443234098001
396,pop,cdd3e963-3ef7-484e-b266-3f2d5d631b3b,24,60,136,79.0,79.0,136.0,67.17840159237802,59.07559702642383,56.55643219960397
397,rock,d28b1565-137e-475b-b554-a4a9cde3810b,41,55,70,40.0,56.0,86.0,13.115635169220589,23.66935940820672,53.858817893585446
398,electronic,85e9cfbd-d41d-407f-ad85-7e661c0c11db,185,133,89,171.0,130.0,94.0,66.38947230059127,62.636188937915946,64.2743310897277
399,electronic,d1727eed-2480-43d8-aa97-e980f365224d,23,23,38,24.0,25.0,41.0,22.231956244012718,23.950021683791107,33.1214242352237
400,pop,cac2b28b-469a-4a7e-8f56-21acb12f6c77,23,24,24,67.0,66.0,64.0,56.83908905732518,53.95569103386963,52.04915511005204
401,country,802bf5d5-9257-4d29-84af-edf61bc0c91c,255,255,255,255.0,255.0,255.0,81.58972820637892,84.98500262583332,67.44489193555474
402,rock,0c5f99da-3386-41aa-b28e-7bde860dad04,228,227,238,224.0,223.0,235.0,70.01975975708572,69.84568812500014,71.89723558275058
403,country,209058f3-4f55-4be0-81c4-a5c4f9ad9934,87,99,241,84.0,88.0,98.0,60.52992396654058,59.5976229707332,74.0904062831642
404,pop,912a8e16-3730-46e4-847d-dfba119df13a,231,230,240,188.0,146.0,121.0,52.08638847836929,56.53561593775294,66.46613923664542
405,pop,853dc35d-8f09-345e-81e7-cee78e6a5c34,252,254,254,128.0,116.0,109.0,82.87139240413427,86.49645088975191,82.29619984157469
406,rock,cd6100f2-cbbe-3703-916b-d3e35d9efd4a,104,0,184,87.0,146.0,176.0,45.848102434516704,62.29545081951317,43.097659410293915
407,pop,aea728ef-e286-3949-bfba-01ab0ac961c2,112,167,226,105.0,146.0,194.0,55.421685797020075,66.68571049233489,67.71019967397527
408,electronic,74204276-618e-43d5-99e5-829328fee10a,0,81,39,140.0,87.0,48.0,51.42629119704604,31.7409803375369,36.97740865072705
409,rock,0d225de3-5dcf-4219-93e0-be16ab17afa7,170,242,240,162.0,147.0,142.0,76.34476031076909,77.76210196231878,78.66230744716873
410,rock,0aec800b-621e-48df-a734-2720a6312885,32,36,35,43.0,42.0,55.0,53.1384986930717,55.182149475582996,58.609806191895764
411,pop,8c468df7-03af-4245-bd83-be085d9d6bf6,13,26,12,18.0,28.0,18.0,42.80841959400491,41.32506503668126,43.45748594653695
412,rock,91eb8ddf-5683-4ab2-aa1b-be39d1a65f7c,0,0,0,6.0,63.0,40.0,47.72217594535689,66.74471604063184,80.212754073463
413,rock,78d4a493-4036-338f-8eef-466f38b3e935,248,250,255,131.0,207.0,243.0,84.63873663693465,73.70581083981034,74.95394867571379
414,hip-hop,a5727d40-4f38-49df-a3f0-13b619ed4814,37,255,255,51.0,91.0,149.0,60.966268478673484,65.46431670694452,72.22201108991358
415,electronic,9df31376-02b2-400c-bc65-83480a28287e,203,210,207,170.0,175.0,171.0,62.535241076852785,67.46908654373794,68.36315641007995
416,country,b3da1b87-ab9d-4bbd-ab4e-d9c46ef41a7d,20,19,21,53.0,55.0,62.0,58.956111243453506,73.28810624582584,75.11697002748713
417,electronic,55267b7f-24b1-3180-b988-4990e07f88c8,10,10,10,12.0,14.0,25.0,28.980601375396194,74.12979888755679,120.73857173032258
418,country,1174e529-a321-4a65-8c02-6dcbd573a383,20,24,186,47.0,80.0,173.0,37.91915855182528,44.01042700528846,63.62906356685995
419,pop,459e1739-d8c4-4386-a176-5f934aabf9f6,86,61,27,86.0,61.0,27.0,76.76411917031852,81.73198020501654,97.74448322890011
420,country,fa0d5bfc-58c9-43c2-aea3-fa0edb56e83f,255,255,255,143.0,167.0,210.0,90.09860173703777,83.63073350936006,65.919864579287
421,pop,16bca431-2228-4156-8f12-1932b72c2335,3,1,1,3.0,1.0,1.0,59.94330358490376,64.15236524908505,69.25863703152338
422,electronic,26f618e5-3259-4e4e-94ca-5df54bd1469d,255,255,255,255.0,255.0,255.0,81.24304920166155,81.26659341538848,81.91712905586319
423,electronic,9fe3276e-e7a2-4364-bc36-09704613360b,122,113,38,128.0,121.0,39.0,33.07779272038061,35.72580971515377,51.28884049470708
424,country,002877ac-67ec-49c0-b12f-68bc9b4ee1af,40,34,255,50.0,63.0,152.0,48.72427146069605,64.60687804879912,72.68291848386981
425,rock,9e327a6d-4cbd-4068-a647-896069a7e2a0,241,245,250,132.0,129.0,132.0,62.993678670261,65.8587277981856,66.41047881566452
426,rock,0bafaedd-658b-4ed7-90df-1582a23c79b7,29,28,8,35.0,36.0,106.0,53.29937599447874,59.6233362522796,60.05249550175859
427,pop,0789780c-0059-44f7-b4f5-5a06de3dcd26,0,34,35,35.0,60.0,75.0,31.85579334790606,48.78859758550327,59.09473883818546
428,rock,99070885-eb30-4604-be19-c07bd93ef12e,255,255,255,129.0,127.0,112.0,61.98874898806511,59.84521750339286,69.20328964698243
429,hip-hop,ab48b1da-7190-4f3a-b1c3-78b4778128a7,5,17,20,86.0,80.0,55.0,66.72363069955999,67.66704958037275,69.68725805330565
430,electronic,47c4a416-cf8b-44b2-ae05-7f810c6e149e,222,224,225,215.0,219.0,221.0,43.48747444023393,38.87705008676476,35.861201304999476
431,pop,8068e914-f3a9-4e3c-a9dd-511ec459a626,183,207,241,149.0,149.0,136.0,65.60192349878092,74.9164874249597,91.09247972999748
432,rock,fc0c4079-a29f-30e3-939e-d6ee4d03f886,33,34,43,50.0,50.0,68.0,56.55687777675977,57.63591239350285,60.927889317919295
433,hip-hop,15954da7-7d95-4813-abfe-b7c61e4d0975,0,13,11,19.0,81.0,150.0,38.84812778049414,76.3631710801194,97.37930021016165
434,country,db1f317d-7c44-474b-9be6-3302eb52fcb2,253,253,253,251.0,253.0,253.0,79.0971442742393,78.40577048836789,72.92190251284936
435,hip-hop,86c91629-9d6c-416b-8b2e-3ba4e6ed0b07,0,0,7,39.0,44.0,66.0,53.66211766592832,59.71787474707169,68.00462300791393
436,pop,b73f4fe0-8676-401f-b38e-9b117d6e2f8e,248,249,248,233.0,234.0,236.0,73.07244909307485,69.62869882466613,41.478943144970124
437,electronic,052c18c4-2fd7-4be8-bf9e-c538d131a039,241,245,246,234.0,237.0,238.0,27.31859642197044,28.074852300152465,28.529567325205896
438,hip-hop,f2d28583-174b-4c50-bd86-e0d4b866bf11,29,15,27,96.0,102.0,112.0,64.45553918464927,71.33529221285924,71.22036459752506
439,hip-hop,6312f231-415c-4317-b145-460edfce1806,14,12,13,135.0,143.0,147.0,80.88895931185773,81.88981811462317,82.01733737821426
440,hip-hop,0b98781c-a8ec-4a9e-a4ed-0fdfd1033ced,101,230,231,94.0,224.0,226.0,37.365319917677674,85.71523989253076,79.5097217741585
441,pop,780902b9-e89f-473f-8616-7d27c0d3f22c,0,248,251,154.0,222.0,221.0,79.46387950591075,81.20409167538138,79.43053123867482
442,pop,9820fea9-39da-3e96-830a-202b6cde8253,27,23,25,112.0,117.0,144.0,75.96771324041403,75.68688670101747,82.13894848609358
443,pop,d145e18a-6cbe-434b-82fe-dd680d45b060,255,123,123,145.0,125.0,122.0,71.5267969874971,58.00715320325189,54.158833353603036
444,rock,52ff2a91-e2c9-3045-9dff-879dd4864426,19,29,8,66.0,106.0,143.0,64.87596578764435,73.90223124827558,99.2168164906252
445,hip-hop,a5d1ef39-09af-45ea-a3d7-8af0a91a691a,0,0,58,44.0,46.0,56.0,42.96063314977673,45.45304637816761,46.437860250705604
446,pop,ede858b2-0b08-4944-bc2e-88dc50f8ba9f,2,0,0,206.0,196.0,151.0,78.77746348598122,74.16190910292426,64.1456839009652
447,pop,9f754cd6-7653-4b0d-bf72-1745a60d5f1e,253,255,255,133.0,194.0,232.0,99.35039040419318,92.118897644704,83.31124855591503
448,hip-hop,a42b2f39-dd6c-4db0-896f-456d2ad0c474,0,0,0,58.0,92.0,125.0,62.190493964023275,66.24053350402353,79.22418695046012
449,rock,cf2823eb-9fbd-46a7-af5c-9e4455277c62,0,0,0,40.0,105.0,127.0,92.93882365421409,82.52464379828366,94.48120617910092
450,country,856284e5-e975-461c-b132-6ab9c2f27ef0,207,185,245,187.0,185.0,183.0,65.5669798511502,49.515992381413746,56.74706596007952
451,electronic,6df2edfe-cad6-4f74-b660-e782c60f5da5,201,145,62,125.0,149.0,87.0,76.28533644739397,55.310553298412195,67.4239454959171
452,country,81e0d103-5fbe-4765-8c75-8ba33c30b36b,8,6,6,11.0,10.0,8.0,81.55042911872619,90.68105323365185,83.84999841934109
453,electronic,d5f90194-031d-4192-88f5-9bb89ce632bd,255,255,235,155.0,154.0,126.0,73.42243010564344,72.92078193919657,66.96285395842875
454,pop,55699405-a41f-4835-8ff0-d659808edccd,196,194,156,195.0,194.0,156.0,43.41988371416653,46.2798799988204,44.02363525058493
455,pop,2bd73f2b-9d42-4ea9-b5b2-1c91ad87a692,255,255,255,253.0,255.0,255.0,90.4362072932682,91.92432395746187,85.25967645212417
456,hip-hop,98450cf0-1972-403c-ab5f-318003cc6c6c,34,204,201,123.0,167.0,152.0,63.51104926915555,69.28898596557822,67.93349315963664
457,country,28d79e63-2e5a-404d-b95f-f1b383babcfe,0,0,0,87.0,120.0,133.0,78.78419082120585,62.599029132764166,72.4661134523232
458,hip-hop,a047b949-977d-4f8e-ad97-c7fdd621fe79,29,23,11,32.0,26.0,15.0,74.51476263070292,69.62511497240702,69.66208308304022
459,electronic,81a1dc18-349b-4470-a85f-f2cf1cf3ff67,255,255,255,254.0,254.0,254.0,96.83726166122884,89.94770225505076,90.4849577515135
460,country,c25b0906-b5ab-495c-8979-fdda63c231a9,40,24,248,127.0,152.0,184.0,70.02850440005412,78.1599936729152,65.36492830123738
461,country,754faecf-8687-4e02-9fd3-e1165d8b7f28,9,160,229,140.0,152.0,155.0,74.34695205026756,74.39414145504942,73.90454960141763
462,rock,3a65e08a-a077-4fcf-b81b-901fa9104fc8,234,248,246,220.0,240.0,237.0,88.14225786026985,88.61957385412322,90.86120918073665
463,pop,437a177e-71a7-4cc3-9af4-f6fad7636fdc,255,255,255,255.0,255.0,255.0,68.43310117585833,68.71231433817911,66.81662626995755
464,rock,0c25166a-9684-43ae-8349-a3133269d3e2,0,0,63,19.0,28.0,83.0,41.22064577440368,53.36520538992711,65.6616458129449
465,country,331b3e8d-c13d-4664-b066-2c455c77ffd2,255,255,0,117.0,114.0,121.0,80.19090084663313,77.29446016606562,73.17073638370476
466,pop,529b0a15-e88e-4af3-a0c2-bf05b2e0fbdc,37,32,0,60.0,60.0,47.0,56.91860803153022,59.95961674969593,74.80969598313246
467,hip-hop,db470570-67e1-40f0-afef-9e089b28cabd,5,10,9,5.0,10.0,10.0,19.931219602131723,41.63292039990353,68.98351166221111
468,country,c382865c-1a47-4650-97be-e8e12272e211,255,255,255,255.0,255.0,255.0,23.95194278549747,24.832212935772276,25.904939547817207
469,hip-hop,6803c0ea-0fb7-442a-afb0-b8614c83d038,47,45,48,67.0,64.0,69.0,70.66430240605403,70.88004185152668,78.93191394265932
470,hip-hop,c25f58bd-3a4b-4940-a172-0bf6d0435887,11,14,12,106.0,115.0,104.0,61.63400964226163,62.6708166533561,72.40723625108629
471,hip-hop,84cfc47e-60e8-4256-a87f-b952056288dc,0,0,0,28.0,31.0,65.0,50.072930607545,72.67283941777424,91.18781766865403
472,rock,ac3c348f-8d12-40bd-8def-7aa67d4946a3,226,222,255,218.0,219.0,219.0,38.59124357048371,40.55072023197339,40.92201171680591
473,rock,82f14d3d-094c-4c93-8892-51d5099f6872,1,1,1,31.0,31.0,31.0,62.49176738122627,62.49176738122627,62.49176738122627
474,country,6394deb7-c2e6-4d9f-8164-c7661bb62edd,255,255,251,80.0,126.0,121.0,83.1563970454431,71.03463027311217,81.68203067352955
475,country,bd18c7e3-7248-4f68-90f7-f5f0c4c491ac,255,255,255,150.0,140.0,92.0,85.72234326654623,80.01654311857268,86.27501485332716
476,country,82dfe0a3-a84f-499a-9efa-da0c0873ea33,9,7,7,49.0,62.0,61.0,39.9198226847523,43.44299507019948,57.158430092310965
477,electronic,495c9999-ebd7-44ab-a631-f3c626b17246,43,42,42,47.0,45.0,89.0,29.33925900775982,28.8124440018778,45.82837851680917
478,country,de1fbef7-d6cb-4e87-bb8d-5fb084b8b58b,255,111,255,94.0,110.0,140.0,60.60098308099644,54.36192036755376,49.92392612502362
479,pop,14e7a6a2-f181-4e67-92d0-01303e60ddfa,6,2,7,71.0,73.0,84.0,92.3189848132203,70.17694525337289,65.24069510880018
480,electronic,323b22de-fcba-4881-a9e7-7c495000e9ed,7,7,7,9.0,12.0,9.0,36.80634904307876,44.06611108518817,31.979609363367775
481,electronic,14ccf0a8-9085-4713-97f9-e9da16dbed2f,46,44,34,119.0,87.0,33.0,43.131899329953185,29.537564102951755,11.567442343708656
482,hip-hop,6d8ae022-8687-46ed-8755-045f73494fee,20,15,255,33.0,31.0,59.0,49.511607679670426,52.56605060490795,80.94629842715024
483,hip-hop,d1918911-da23-4c5b-8a1d-31c69731110b,255,255,255,245.0,237.0,226.0,74.2832695992846,77.98786506092854,81.4093241180592
484,rock,9be99ebf-9486-4981-a13b-d1c960bc9ca7,61,38,10,66.0,50.0,67.0,49.05494776456475,59.35613253576294,75.4691830948298
485,country,6da289bf-35b6-41b4-8a9d-60c120a1622e,33,38,47,38.0,76.0,128.0,31.467745147623404,56.75731454526367,77.99749895923422
486,electronic,2ef79631-26b6-4b63-b55c-8863394003cc,20,29,73,28.0,38.0,77.0,57.21355212431404,70.35123462983216,74.06791411447405
487,hip-hop,6155451e-57a5-4ce0-9a91-8a119fbe59cb,16,17,5,31.0,59.0,109.0,50.86411588175522,60.30265829018153,63.044724948993604
488,pop,5f9ff8e2-8007-4c2d-9559-b98ec27ff776,255,255,255,151.0,146.0,159.0,91.61527554566162,91.94952888825311,92.06998917412827
489,electronic,a7c54111-057b-4d91-a0ee-f3f30d5fc6ef,194,216,229,183.0,206.0,218.0,62.088388233357904,63.009388904304856,57.04200075979369
490,rock,4349b090-8599-4151-b5ba-a94ac327933c,252,254,255,74.0,79.0,109.0,81.48553676455481,86.72030736464497,86.84078282804695
491,hip-hop,7cef5d37-90ac-4b7e-8e76-31a02363f431,255,255,255,221.0,232.0,241.0,109.87850087586014,108.76136849579862,107.13840348008621
492,pop,2bee1831-f594-486e-bec1-0b213a7d07ee,0,0,0,145.0,157.0,178.0,62.95837802896146,68.3458587623249,77.20662999584053
493,pop,16c2685c-36cd-475f-bfaf-8ceb8bbd95ee,0,255,255,121.0,160.0,215.0,81.85367332822884,68.86550315585009,60.37545216393827
494,pop,489287ff-44ee-4e14-9653-3a257980d728,4,4,4,106.0,115.0,121.0,87.273217049136,88.70033441752913,89.8706432257746
495,hip-hop,c4cf23d5-c0f6-49f8-b892-87f044f377e1,255,255,255,118.0,189.0,238.0,86.061154185052,84.79243472374407,84.17283924016105
496,pop,d61a6676-7851-4a10-811a-cb9aaed06d23,228,239,240,167.0,205.0,206.0,81.58938616107123,82.70911598421408,83.47717122848847
497,electronic,441a4aea-4451-419a-98dc-2b5fe242dc04,0,0,0,91.0,87.0,81.0,70.08662069460722,72.41647659251821,75.60838817415103
498,rock,e30870f0-4c78-4465-98ed-40077948a650,0,208,223,150.0,167.0,174.0,63.19522521158269,52.4261731794187,52.812902395392136
499,electronic,2369662f-fa9a-4d51-b68e-00133f6a32fe,64,0,43,67.0,20.0,46.0,12.781748878070793,28.461303013667937,57.18178599103446
